#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AMPD3	ENTPD1	9606.ENSP00000379802	9606.ENSP00000360250	0	0	0	0	0.062	0	0.900	0.156	0.913
AMPD3	NUDT16	9606.ENSP00000379802	9606.ENSP00000422375	0	0	0	0	0	0	0.900	0	0.900
ANAPC10	RAB35	9606.ENSP00000478501	9606.ENSP00000229340	0	0	0	0	0.072	0.621	0	0.188	0.689
ANAPC10	PPP3R1	9606.ENSP00000478501	9606.ENSP00000234310	0	0	0	0	0.082	0	0.600	0	0.617
ANAPC10	PHC2	9606.ENSP00000478501	9606.ENSP00000257118	0	0	0	0	0	0	0.900	0	0.900
ANAPC10	UBA1	9606.ENSP00000478501	9606.ENSP00000338413	0	0	0	0	0.046	0	0	0.524	0.527
ANAPC10	UBE2D1	9606.ENSP00000478501	9606.ENSP00000363019	0	0	0	0	0.085	0.156	0.800	0.456	0.904
ANAPC10	PPP3CA	9606.ENSP00000478501	9606.ENSP00000378323	0	0	0	0	0.062	0.059	0.600	0	0.616
ANAPC10	ANAPC13	9606.ENSP00000478501	9606.ENSP00000421842	0	0	0	0	0.063	0.967	0.900	0.734	0.999
ANAPC10	UBC	9606.ENSP00000478501	9606.ENSP00000441543	0	0	0	0	0.064	0	0.600	0.058	0.616
ANAPC10	PCGF5	9606.ENSP00000478501	9606.ENSP00000445704	0	0	0	0	0.049	0	0.540	0	0.543
ANAPC13	PPP3R1	9606.ENSP00000421842	9606.ENSP00000234310	0	0	0	0	0	0	0.600	0	0.600
ANAPC13	PHC2	9606.ENSP00000421842	9606.ENSP00000257118	0	0	0	0	0	0	0.900	0	0.900
ANAPC13	CEP63	9606.ENSP00000421842	9606.ENSP00000336524	0	0	0	0	0	0.203	0	0.478	0.566
ANAPC13	SLC22A15	9606.ENSP00000421842	9606.ENSP00000358515	0	0	0	0	0	0	0	0.501	0.501
ANAPC13	ARHGAP9	9606.ENSP00000421842	9606.ENSP00000377380	0	0	0	0	0	0	0	0.405	0.405
ANAPC13	PPP3CA	9606.ENSP00000421842	9606.ENSP00000378323	0	0	0	0	0.062	0	0.600	0	0.608
ANAPC13	PCGF5	9606.ENSP00000421842	9606.ENSP00000445704	0	0	0	0	0	0	0.540	0	0.540
ANKRD18B	ANKRD9	9606.ENSP00000290943	9606.ENSP00000286918	0	0	0	0	0	0	0	0.460	0.459
ANKRD34B	ZFYVE16	9606.ENSP00000339802	9606.ENSP00000337159	0	0	0	0	0	0	0	0.754	0.754
ANKRD50	SKAP2	9606.ENSP00000425658	9606.ENSP00000005587	0	0	0	0	0	0	0	0.528	0.528
ANKRD50	TBL1X	9606.ENSP00000425658	9606.ENSP00000217964	0	0	0	0	0	0.523	0	0.303	0.653
ANKRD50	PPIF	9606.ENSP00000425658	9606.ENSP00000225174	0	0	0	0	0	0.543	0	0.379	0.704
ANKRD50	PLBD1	9606.ENSP00000425658	9606.ENSP00000240617	0	0	0	0	0.062	0.073	0	0.509	0.536
ANKRD50	KIF1B	9606.ENSP00000425658	9606.ENSP00000263934	0	0	0	0	0	0.091	0	0.414	0.445
ANKRD50	TRIM9	9606.ENSP00000425658	9606.ENSP00000298355	0	0	0	0	0.062	0	0	0.609	0.618
ANKRD50	SNX27	9606.ENSP00000425658	9606.ENSP00000357836	0	0	0	0	0.071	0	0	0.658	0.669
ANKRD50	TMEM33	9606.ENSP00000425658	9606.ENSP00000422473	0	0	0	0	0.062	0	0	0.609	0.617
ANKRD9	RCOR1	9606.ENSP00000286918	9606.ENSP00000262241	0	0	0	0	0	0	0	0.465	0.465
ANKRD9	ATG7	9606.ENSP00000286918	9606.ENSP00000346437	0	0	0	0	0.062	0.066	0	0.401	0.429
ANKRD9	TBKBP1	9606.ENSP00000286918	9606.ENSP00000354777	0	0	0	0	0	0	0	0.538	0.538
ANKRD9	IMPDH1	9606.ENSP00000286918	9606.ENSP00000345096	0	0	0	0	0	0.681	0	0	0.681
ANKRD9	ZDHHC12	9606.ENSP00000286918	9606.ENSP00000361748	0	0	0	0	0	0.056	0	0.767	0.771
ANO10	DYSF	9606.ENSP00000292246	9606.ENSP00000386881	0	0	0	0	0.060	0	0	0.389	0.401
ANO10	VAPA	9606.ENSP00000292246	9606.ENSP00000345656	0	0	0	0	0.063	0.105	0	0.402	0.454
ANO10	RNF149	9606.ENSP00000292246	9606.ENSP00000295317	0	0	0	0	0	0	0	0.511	0.511
ANO10	ZNF592	9606.ENSP00000292246	9606.ENSP00000452877	0	0	0	0	0	0	0	0.631	0.631
ANP32A	ATXN1	9606.ENSP00000417864	9606.ENSP00000244769	0	0	0	0	0	0.339	0	0.949	0.966
ANP32A	GZMA	9606.ENSP00000417864	9606.ENSP00000274306	0	0	0	0	0	0	0.900	0.779	0.976
ANP32A	TNFSF13	9606.ENSP00000417864	9606.ENSP00000343505	0	0	0	0	0	0	0.800	0	0.800
ANP32A	NUP214	9606.ENSP00000417864	9606.ENSP00000352400	0	0	0	0	0.063	0	0.800	0.255	0.848
ANP32A	PADI2	9606.ENSP00000417864	9606.ENSP00000364635	0	0	0	0	0	0	0	0.401	0.401
ANP32A	APAF1	9606.ENSP00000417864	9606.ENSP00000448165	0	0	0	0	0	0	0	0.512	0.512
ANPEP	CEACAM1	9606.ENSP00000300060	9606.ENSP00000161559	0	0	0	0	0.060	0	0	0.579	0.587
ANPEP	NGFR	9606.ENSP00000300060	9606.ENSP00000172229	0	0	0	0	0	0	0	0.481	0.481
ANPEP	GAPDH	9606.ENSP00000300060	9606.ENSP00000229239	0	0	0	0	0.052	0.163	0	0.391	0.475
ANPEP	CD68	9606.ENSP00000300060	9606.ENSP00000250092	0	0	0	0	0.175	0	0	0.518	0.585
ANPEP	RARA	9606.ENSP00000300060	9606.ENSP00000254066	0	0	0	0	0.076	0	0	0.470	0.489
ANPEP	CD33	9606.ENSP00000300060	9606.ENSP00000262262	0	0	0	0	0.070	0	0	0.903	0.905
ANPEP	ICAM1	9606.ENSP00000300060	9606.ENSP00000264832	0	0	0	0	0.098	0	0	0.530	0.557
ANPEP	IQGAP1	9606.ENSP00000300060	9606.ENSP00000268182	0	0	0	0	0.062	0	0	0.770	0.775
ANPEP	FCGR2A	9606.ENSP00000300060	9606.ENSP00000271450	0	0	0	0	0.090	0	0	0.395	0.426
ANPEP	ITGA5	9606.ENSP00000300060	9606.ENSP00000293379	0	0	0	0	0.199	0	0	0.507	0.588
ANPEP	RNPEP	9606.ENSP00000300060	9606.ENSP00000295640	0	0	0.239	0.575	0.091	0.160	0	0.733	0.496
ANPEP	CXCR1	9606.ENSP00000300060	9606.ENSP00000295683	0	0	0	0	0.069	0	0	0.538	0.551
ANPEP	ANXA5	9606.ENSP00000300060	9606.ENSP00000296511	0	0	0	0	0.060	0	0	0.390	0.402
ANPEP	CD59	9606.ENSP00000300060	9606.ENSP00000379191	0	0	0	0	0	0	0	0.404	0.404
ANPEP	GRB2	9606.ENSP00000300060	9606.ENSP00000376345	0	0	0	0	0.065	0	0	0.404	0.418
ANPEP	CR1	9606.ENSP00000300060	9606.ENSP00000356016	0	0	0	0	0.062	0	0	0.433	0.445
ANPEP	GLB1	9606.ENSP00000300060	9606.ENSP00000306920	0	0	0	0	0.062	0	0	0.448	0.460
ANPEP	CD14	9606.ENSP00000300060	9606.ENSP00000304236	0	0	0	0	0.150	0	0	0.394	0.463
ANPEP	CD163	9606.ENSP00000300060	9606.ENSP00000352071	0	0	0	0	0.069	0	0	0.469	0.485
ANPEP	CD1D	9606.ENSP00000300060	9606.ENSP00000357153	0	0	0	0	0.098	0	0	0.518	0.546
ANPEP	MGAM	9606.ENSP00000300060	9606.ENSP00000447378	0	0	0	0	0.144	0	0	0.517	0.569
ANPEP	PRCP	9606.ENSP00000300060	9606.ENSP00000377055	0	0	0	0	0.049	0	0	0.570	0.574
ANPEP	CXCR2	9606.ENSP00000300060	9606.ENSP00000319635	0	0	0	0	0	0	0	0.581	0.581
ANPEP	CD63	9606.ENSP00000300060	9606.ENSP00000447730	0	0	0	0	0.083	0.215	0	0.469	0.584
ANPEP	ITGAX	9606.ENSP00000300060	9606.ENSP00000454623	0	0	0	0	0.087	0	0	0.595	0.614
ANPEP	FCGR3B	9606.ENSP00000300060	9606.ENSP00000433642	0	0	0	0	0.076	0	0	0.612	0.626
ANPEP	PECAM1	9606.ENSP00000300060	9606.ENSP00000457421	0	0	0	0	0.066	0	0	0.702	0.710
ANPEP	ITGAM	9606.ENSP00000300060	9606.ENSP00000441691	0	0	0	0	0.107	0	0	0.709	0.729
ANPEP	FCGR1A	9606.ENSP00000300060	9606.ENSP00000358165	0	0	0	0	0.096	0	0	0.722	0.738
ANPEP	PTPRC	9606.ENSP00000300060	9606.ENSP00000411355	0	0	0	0	0.094	0	0	0.819	0.829
ANPEP	MME	9606.ENSP00000300060	9606.ENSP00000418525	0.051	0	0.236	0	0.107	0	0	0.865	0.901
ANTXR2	PADI4	9606.ENSP00000306185	9606.ENSP00000364597	0	0	0	0	0	0	0	0.427	0.427
ANTXR2	RHOA	9606.ENSP00000306185	9606.ENSP00000400175	0	0	0	0	0	0.256	0	0.310	0.465
ANTXR2	TBKBP1	9606.ENSP00000306185	9606.ENSP00000354777	0	0	0	0	0	0	0	0.522	0.522
ANTXR2	FURIN	9606.ENSP00000306185	9606.ENSP00000483552	0	0	0	0	0.062	0	0.900	0.767	0.976
ANXA11	RAB35	9606.ENSP00000398610	9606.ENSP00000229340	0	0	0	0	0.062	0	0	0.418	0.431
ANXA11	SLC11A1	9606.ENSP00000398610	9606.ENSP00000233202	0	0	0	0	0	0	0	0.499	0.499
ANXA11	TSG101	9606.ENSP00000398610	9606.ENSP00000251968	0	0	0	0	0.047	0	0	0.732	0.734
ANXA11	SDCBP	9606.ENSP00000398610	9606.ENSP00000260130	0	0	0	0	0	0	0	0.458	0.457
ANXA11	S100A11	9606.ENSP00000398610	9606.ENSP00000271638	0	0	0	0	0.080	0.058	0	0.513	0.542
ANXA11	S100A12	9606.ENSP00000398610	9606.ENSP00000357726	0	0	0	0	0	0.290	0	0.215	0.418
ANXA11	HSPA1A	9606.ENSP00000398610	9606.ENSP00000364802	0	0	0	0	0	0	0	0.405	0.405
ANXA11	FLOT1	9606.ENSP00000398610	9606.ENSP00000365569	0	0	0	0	0.062	0	0	0.396	0.409
ANXA11	DYSF	9606.ENSP00000398610	9606.ENSP00000386881	0	0	0	0	0.062	0.058	0	0.595	0.610
ANXA11	SLC9A3R2	9606.ENSP00000398610	9606.ENSP00000408005	0	0	0	0	0	0.679	0	0	0.679
ANXA11	CD63	9606.ENSP00000398610	9606.ENSP00000447730	0	0	0	0	0.062	0	0	0.713	0.719
ANXA11	STXBP2	9606.ENSP00000398610	9606.ENSP00000413606	0	0	0	0	0.065	0.845	0	0.061	0.852
ANXA5	TNFRSF1A	9606.ENSP00000296511	9606.ENSP00000162749	0	0	0	0	0.087	0	0	0.556	0.577
ANXA5	NFKBIA	9606.ENSP00000296511	9606.ENSP00000216797	0	0	0	0	0.062	0	0	0.603	0.611
ANXA5	TGFB1	9606.ENSP00000296511	9606.ENSP00000221930	0	0	0	0	0	0	0	0.412	0.412
ANXA5	PPIF	9606.ENSP00000296511	9606.ENSP00000225174	0	0	0	0	0	0	0	0.416	0.416
ANXA5	GAPDH	9606.ENSP00000296511	9606.ENSP00000229239	0	0	0	0	0.081	0.056	0	0.888	0.896
ANXA5	MAPK14	9606.ENSP00000296511	9606.ENSP00000229795	0	0	0	0	0	0.058	0	0.515	0.524
ANXA5	ENO1	9606.ENSP00000296511	9606.ENSP00000234590	0	0	0	0	0.091	0	0	0.390	0.421
ANXA5	SELL	9606.ENSP00000296511	9606.ENSP00000236147	0	0	0	0	0	0	0	0.629	0.629
ANXA5	CTSD	9606.ENSP00000296511	9606.ENSP00000236671	0	0	0	0	0.063	0	0	0.392	0.405
ANXA5	TNFSF10	9606.ENSP00000296511	9606.ENSP00000241261	0	0	0	0	0	0	0	0.557	0.557
ANXA5	VASP	9606.ENSP00000296511	9606.ENSP00000245932	0	0	0	0	0	0	0	0.492	0.492
ANXA5	TUBA4A	9606.ENSP00000296511	9606.ENSP00000248437	0	0	0	0	0.063	0	0.900	0.184	0.916
ANXA5	CD68	9606.ENSP00000296511	9606.ENSP00000250092	0	0	0	0	0	0	0	0.407	0.407
ANXA5	RAF1	9606.ENSP00000296511	9606.ENSP00000251849	0	0	0	0	0	0.067	0	0.430	0.446
ANXA5	TSG101	9606.ENSP00000296511	9606.ENSP00000251968	0	0	0	0	0	0	0	0.603	0.603
ANXA5	CD33	9606.ENSP00000296511	9606.ENSP00000262262	0	0	0	0	0	0	0	0.468	0.468
ANXA5	MAPK3	9606.ENSP00000296511	9606.ENSP00000263025	0	0	0	0	0	0.058	0	0.689	0.694
ANXA5	STAT3	9606.ENSP00000296511	9606.ENSP00000264657	0	0	0	0	0.062	0	0	0.748	0.754
ANXA5	ICAM1	9606.ENSP00000296511	9606.ENSP00000264832	0	0	0	0	0.062	0	0	0.557	0.566
ANXA5	BCL2A1	9606.ENSP00000296511	9606.ENSP00000267953	0	0	0	0	0.062	0	0	0.450	0.462
ANXA5	IGF1R	9606.ENSP00000296511	9606.ENSP00000268035	0	0	0	0	0	0	0	0.537	0.537
ANXA5	MAP1LC3B	9606.ENSP00000296511	9606.ENSP00000268607	0	0	0	0	0	0	0	0.687	0.687
ANXA5	FCGR2A	9606.ENSP00000296511	9606.ENSP00000271450	0	0	0	0	0	0	0	0.513	0.513
ANXA5	S100A11	9606.ENSP00000296511	9606.ENSP00000271638	0	0	0	0	0.271	0.058	0	0.492	0.621
ANXA5	NOTCH1	9606.ENSP00000296511	9606.ENSP00000277541	0	0	0	0	0	0	0	0.556	0.556
ANXA5	HK2	9606.ENSP00000296511	9606.ENSP00000290573	0	0	0	0	0.065	0	0	0.390	0.405
ANXA5	STAT5B	9606.ENSP00000296511	9606.ENSP00000293328	0	0	0	0	0.062	0	0	0.520	0.530
ANXA5	DYSF	9606.ENSP00000296511	9606.ENSP00000386881	0	0	0	0	0	0.058	0	0.393	0.404
ANXA5	CDC42	9606.ENSP00000296511	9606.ENSP00000383118	0	0	0	0	0.062	0	0	0.391	0.404
ANXA5	SPP1	9606.ENSP00000296511	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.391	0.404
ANXA5	FLOT1	9606.ENSP00000296511	9606.ENSP00000365569	0	0	0	0	0.062	0	0	0.391	0.404
ANXA5	CCL5	9606.ENSP00000296511	9606.ENSP00000474412	0	0	0	0	0.060	0	0	0.392	0.404
ANXA5	BID	9606.ENSP00000296511	9606.ENSP00000318822	0	0	0	0	0	0	0	0.413	0.413
ANXA5	S100A8	9606.ENSP00000296511	9606.ENSP00000357722	0	0	0	0	0	0.290	0	0.218	0.421
ANXA5	MYD88	9606.ENSP00000296511	9606.ENSP00000401399	0	0	0	0	0.062	0	0	0.408	0.421
ANXA5	HSPA1A	9606.ENSP00000296511	9606.ENSP00000364802	0	0	0	0	0.062	0	0	0.409	0.422
ANXA5	CD1D	9606.ENSP00000296511	9606.ENSP00000357153	0	0	0	0	0	0	0	0.424	0.424
ANXA5	MAP3K5	9606.ENSP00000296511	9606.ENSP00000351908	0	0	0	0	0	0	0	0.429	0.429
ANXA5	TNFRSF10C	9606.ENSP00000296511	9606.ENSP00000349324	0	0	0	0	0	0	0	0.428	0.429
ANXA5	MMP25	9606.ENSP00000296511	9606.ENSP00000337816	0	0	0	0	0	0	0	0.432	0.432
ANXA5	NFE2L2	9606.ENSP00000296511	9606.ENSP00000380252	0	0	0	0	0	0	0	0.433	0.433
ANXA5	SLC8A1	9606.ENSP00000296511	9606.ENSP00000384763	0	0	0	0	0	0	0	0.436	0.436
ANXA5	CASP4	9606.ENSP00000296511	9606.ENSP00000388566	0	0	0	0	0	0	0	0.440	0.440
ANXA5	RPS6KA1	9606.ENSP00000296511	9606.ENSP00000435412	0	0	0	0	0	0.211	0	0.323	0.443
ANXA5	PKM	9606.ENSP00000296511	9606.ENSP00000320171	0	0	0	0	0.088	0	0	0.418	0.446
ANXA5	BBC3	9606.ENSP00000296511	9606.ENSP00000404503	0	0	0	0	0	0	0	0.454	0.454
ANXA5	DLG4	9606.ENSP00000296511	9606.ENSP00000382428	0	0	0	0	0	0.061	0	0.448	0.460
ANXA5	GSN	9606.ENSP00000296511	9606.ENSP00000362924	0	0	0	0	0.066	0	0	0.457	0.471
ANXA5	VIM	9606.ENSP00000296511	9606.ENSP00000446007	0	0.003	0	0	0.242	0.094	0	0.294	0.473
ANXA5	PLAU	9606.ENSP00000296511	9606.ENSP00000361850	0	0	0	0	0.087	0.056	0	0.444	0.479
ANXA5	RHOA	9606.ENSP00000296511	9606.ENSP00000400175	0	0	0	0	0.120	0	0	0.437	0.484
ANXA5	SOD2	9606.ENSP00000296511	9606.ENSP00000446252	0	0	0	0	0	0.151	0	0.421	0.487
ANXA5	PTGS2	9606.ENSP00000296511	9606.ENSP00000356438	0	0	0	0	0.062	0	0	0.503	0.514
ANXA5	SQSTM1	9606.ENSP00000296511	9606.ENSP00000374455	0	0	0	0	0.065	0	0	0.518	0.530
ANXA5	COL18A1	9606.ENSP00000296511	9606.ENSP00000347665	0	0	0	0	0	0	0	0.535	0.535
ANXA5	GSK3B	9606.ENSP00000296511	9606.ENSP00000324806	0	0	0	0	0	0	0	0.537	0.537
ANXA5	ATF6	9606.ENSP00000296511	9606.ENSP00000356919	0	0	0	0	0	0	0	0.558	0.558
ANXA5	LAMP1	9606.ENSP00000296511	9606.ENSP00000333298	0	0	0	0	0.062	0	0	0.553	0.562
ANXA5	FCGR3B	9606.ENSP00000296511	9606.ENSP00000433642	0	0	0	0	0	0	0	0.564	0.564
ANXA5	STAT5A	9606.ENSP00000296511	9606.ENSP00000341208	0	0	0	0	0.062	0	0	0.556	0.565
ANXA5	FOXO3	9606.ENSP00000296511	9606.ENSP00000385824	0	0	0	0	0	0	0	0.568	0.568
ANXA5	ATG7	9606.ENSP00000296511	9606.ENSP00000346437	0	0	0	0	0	0.058	0	0.578	0.585
ANXA5	DDIT3	9606.ENSP00000296511	9606.ENSP00000448665	0	0	0	0	0	0	0	0.592	0.592
ANXA5	CFLAR	9606.ENSP00000296511	9606.ENSP00000312455	0	0	0	0	0	0	0	0.601	0.601
ANXA5	AOC3	9606.ENSP00000296511	9606.ENSP00000312326	0	0	0	0	0	0	0	0.602	0.602
ANXA5	S100A4	9606.ENSP00000296511	9606.ENSP00000357705	0	0	0	0	0.085	0	0	0.592	0.611
ANXA5	FADD	9606.ENSP00000296511	9606.ENSP00000301838	0	0	0	0	0	0	0	0.625	0.625
ANXA5	PADI2	9606.ENSP00000296511	9606.ENSP00000364635	0	0	0	0	0	0	0	0.656	0.656
ANXA5	TLR4	9606.ENSP00000296511	9606.ENSP00000363089	0	0	0	0	0.062	0	0	0.656	0.663
ANXA5	MMP9	9606.ENSP00000296511	9606.ENSP00000361405	0	0	0	0	0	0	0	0.669	0.669
ANXA5	PECAM1	9606.ENSP00000296511	9606.ENSP00000457421	0	0	0	0	0.062	0	0	0.665	0.672
ANXA5	ITGAX	9606.ENSP00000296511	9606.ENSP00000454623	0	0	0	0	0.062	0	0	0.668	0.675
ANXA5	APAF1	9606.ENSP00000296511	9606.ENSP00000448165	0	0	0	0	0	0	0	0.682	0.682
ANXA5	PTEN	9606.ENSP00000296511	9606.ENSP00000361021	0	0	0	0	0	0	0	0.687	0.687
ANXA5	PRKCD	9606.ENSP00000296511	9606.ENSP00000378217	0	0	0	0	0.062	0.067	0	0.695	0.710
ANXA5	ITGAM	9606.ENSP00000296511	9606.ENSP00000441691	0	0	0	0	0	0	0	0.715	0.715
ANXA5	CD63	9606.ENSP00000296511	9606.ENSP00000447730	0	0	0	0	0.166	0	0	0.672	0.715
ANXA5	BCL2L11	9606.ENSP00000296511	9606.ENSP00000376943	0	0	0	0	0	0	0	0.750	0.750
ANXA5	PTPRC	9606.ENSP00000296511	9606.ENSP00000411355	0	0	0	0	0	0	0	0.798	0.798
ANXA5	MCL1	9606.ENSP00000296511	9606.ENSP00000358022	0	0	0	0	0	0	0	0.804	0.804
ANXA5	BCL2L1	9606.ENSP00000296511	9606.ENSP00000302564	0	0	0	0	0	0	0	0.854	0.854
ANXA5	STXBP2	9606.ENSP00000296511	9606.ENSP00000413606	0	0	0	0	0	0	0.900	0.069	0.903
ANXA5	TLN1	9606.ENSP00000296511	9606.ENSP00000316029	0	0	0	0	0.073	0	0.900	0.150	0.914
ANXA5	S100A12	9606.ENSP00000296511	9606.ENSP00000357726	0	0	0	0	0	0.941	0	0.184	0.949
AOAH	FGL2	9606.ENSP00000479664	9606.ENSP00000248598	0	0	0	0	0.544	0	0	0.092	0.568
AOAH	TYROBP	9606.ENSP00000479664	9606.ENSP00000262629	0	0	0	0	0.554	0	0	0.108	0.585
AOAH	GZMA	9606.ENSP00000479664	9606.ENSP00000274306	0	0	0	0	0.493	0	0	0.137	0.544
AOAH	HK3	9606.ENSP00000479664	9606.ENSP00000292432	0	0	0	0	0.522	0	0	0.059	0.530
AOAH	CD14	9606.ENSP00000479664	9606.ENSP00000304236	0	0	0	0	0.500	0	0	0.128	0.545
AOAH	TLR8	9606.ENSP00000479664	9606.ENSP00000312082	0	0	0	0	0.463	0	0	0.090	0.490
AOAH	NFAM1	9606.ENSP00000479664	9606.ENSP00000333680	0	0	0	0	0.213	0	0	0.330	0.450
AOAH	ATF6	9606.ENSP00000479664	9606.ENSP00000356919	0	0	0	0	0	0	0	0.455	0.455
AOAH	MNDA	9606.ENSP00000479664	9606.ENSP00000357123	0	0	0	0	0.551	0	0	0	0.551
AOAH	TLR4	9606.ENSP00000479664	9606.ENSP00000363089	0	0	0	0	0.160	0	0	0.370	0.448
AOAH	FGR	9606.ENSP00000479664	9606.ENSP00000363117	0	0	0	0	0.560	0	0	0.054	0.566
AOAH	LILRB2	9606.ENSP00000479664	9606.ENSP00000375629	0	0	0	0	0.715	0	0	0	0.715
AOAH	ARHGAP24	9606.ENSP00000479664	9606.ENSP00000378611	0	0	0	0	0	0	0	0.641	0.641
AOAH	ITGB2	9606.ENSP00000479664	9606.ENSP00000380948	0	0	0	0	0.535	0	0	0.052	0.540
AOAH	ARHGAP25	9606.ENSP00000479664	9606.ENSP00000386911	0	0	0	0	0.309	0	0	0.238	0.451
AOAH	MS4A6A	9606.ENSP00000479664	9606.ENSP00000392770	0	0	0	0	0.520	0	0	0	0.520
AOAH	SLA	9606.ENSP00000479664	9606.ENSP00000394049	0	0	0	0	0.493	0	0	0	0.493
AOAH	HCK	9606.ENSP00000479664	9606.ENSP00000444986	0	0	0	0	0.555	0	0	0	0.555
AOC2	HAGH	9606.ENSP00000253799	9606.ENSP00000380514	0	0	0	0	0	0	0	0.501	0.501
AOC2	TIMP2	9606.ENSP00000253799	9606.ENSP00000262768	0	0	0	0	0	0	0	0.630	0.630
AOC2	AOC3	9606.ENSP00000253799	9606.ENSP00000312326	0	0	0	0.969	0.139	0.229	0.800	0.909	0.859
AOC3	MADCAM1	9606.ENSP00000312326	9606.ENSP00000215637	0	0	0	0	0	0	0	0.521	0.521
AOC3	GAPDH	9606.ENSP00000312326	9606.ENSP00000229239	0	0	0	0	0	0	0	0.504	0.504
AOC3	SELL	9606.ENSP00000312326	9606.ENSP00000236147	0	0	0	0	0	0	0	0.802	0.802
AOC3	ICAM1	9606.ENSP00000312326	9606.ENSP00000264832	0	0	0	0	0	0	0	0.501	0.501
AOC3	FCGR2A	9606.ENSP00000312326	9606.ENSP00000271450	0	0	0	0	0	0	0	0.738	0.738
AOC3	CCR2	9606.ENSP00000312326	9606.ENSP00000292301	0	0	0	0	0.060	0	0	0.455	0.465
AOC3	STAT5B	9606.ENSP00000312326	9606.ENSP00000293328	0	0	0	0	0	0	0	0.450	0.450
AOC3	TLR4	9606.ENSP00000312326	9606.ENSP00000363089	0	0	0	0	0.060	0	0	0.394	0.406
AOC3	KLRC1	9606.ENSP00000312326	9606.ENSP00000438038	0	0	0	0	0	0	0	0.408	0.408
AOC3	BCL6	9606.ENSP00000312326	9606.ENSP00000384371	0	0	0	0	0.069	0	0	0.392	0.409
AOC3	SIRPA	9606.ENSP00000312326	9606.ENSP00000382941	0	0	0	0	0.065	0	0	0.415	0.429
AOC3	ENTPD1	9606.ENSP00000312326	9606.ENSP00000360250	0	0	0	0	0	0	0	0.468	0.468
AOC3	PECAM1	9606.ENSP00000312326	9606.ENSP00000457421	0	0	0	0	0	0	0	0.469	0.469
AOC3	STAT5A	9606.ENSP00000312326	9606.ENSP00000341208	0	0	0	0	0.076	0	0	0.450	0.470
AOC3	LAMP1	9606.ENSP00000312326	9606.ENSP00000333298	0	0	0	0	0	0	0	0.508	0.508
AOC3	FCGR1A	9606.ENSP00000312326	9606.ENSP00000358165	0	0	0	0	0	0	0	0.508	0.508
AOC3	SIGLEC7	9606.ENSP00000312326	9606.ENSP00000323328	0	0	0	0	0.068	0	0	0.508	0.522
AOC3	VAV1	9606.ENSP00000312326	9606.ENSP00000472929	0	0	0	0	0	0.213	0	0.425	0.528
AOC3	CD1D	9606.ENSP00000312326	9606.ENSP00000357153	0	0	0	0	0.065	0	0	0.559	0.570
AOC3	FCGR3B	9606.ENSP00000312326	9606.ENSP00000433642	0	0	0	0	0.066	0	0	0.687	0.695
AOC3	ITGAX	9606.ENSP00000312326	9606.ENSP00000454623	0	0	0	0	0	0	0	0.833	0.833
AOC3	PTPRC	9606.ENSP00000312326	9606.ENSP00000411355	0	0	0	0	0	0	0	0.859	0.859
AOC3	ITGAM	9606.ENSP00000312326	9606.ENSP00000441691	0	0	0	0	0.076	0	0	0.855	0.860
AOC3	SAT1	9606.ENSP00000312326	9606.ENSP00000368572	0	0	0	0	0.077	0	0.900	0.141	0.913
AOC3	SIGLEC9	9606.ENSP00000312326	9606.ENSP00000413861	0	0	0	0	0.065	0	0	0.992	0.992
APAF1	TNFRSF1A	9606.ENSP00000448165	9606.ENSP00000162749	0	0	0	0	0	0	0	0.602	0.602
APAF1	NFKBIA	9606.ENSP00000448165	9606.ENSP00000216797	0	0	0	0	0.049	0.078	0	0.414	0.441
APAF1	MEFV	9606.ENSP00000448165	9606.ENSP00000219596	0	0	0	0	0	0	0	0.458	0.457
APAF1	HBP1	9606.ENSP00000448165	9606.ENSP00000222574	0	0	0	0	0.062	0	0	0.519	0.530
APAF1	PPIF	9606.ENSP00000448165	9606.ENSP00000225174	0	0	0	0	0	0.064	0	0.503	0.515
APAF1	GAPDH	9606.ENSP00000448165	9606.ENSP00000229239	0	0	0	0	0	0	0	0.535	0.535
APAF1	MFN2	9606.ENSP00000448165	9606.ENSP00000235329	0	0	0	0	0.065	0.175	0	0.427	0.519
APAF1	TNFSF10	9606.ENSP00000448165	9606.ENSP00000241261	0	0	0	0	0	0	0	0.601	0.601
APAF1	E2F3	9606.ENSP00000448165	9606.ENSP00000262904	0	0	0	0	0.065	0.112	0	0.352	0.415
APAF1	MAPK3	9606.ENSP00000448165	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.386	0.936
APAF1	BCL2A1	9606.ENSP00000448165	9606.ENSP00000267953	0	0	0	0	0.062	0.527	0	0.558	0.786
APAF1	WDFY3	9606.ENSP00000448165	9606.ENSP00000295888	0	0	0	0	0.082	0.298	0	0.191	0.433
APAF1	PRICKLE2	9606.ENSP00000448165	9606.ENSP00000295902	0	0	0	0	0	0	0	0.426	0.426
APAF1	IKBIP	9606.ENSP00000448165	9606.ENSP00000299157	0	0	0	0	0	0	0	0.539	0.539
APAF1	NOD2	9606.ENSP00000448165	9606.ENSP00000300589	0	0	0	0	0.061	0	0	0.557	0.566
